Index,Restaurant Name,City,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
220,Los Pablos,Dalton,Mexican,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,114
221,Kobe Hibachi & Sushi,Dalton,"American, Japanese, Sushi",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,214
222,Soho Hibachi,Dalton,Japanese,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,116
223,Thai Garden,Dalton,Thai,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,111
224,Southern Bliss Bakery,Dalton,"Desserts, Sandwich",10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,25
225,Bailey's Bar-B-Que,Dalton,BBQ,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,128
226,Farm To Fork,Dalton,"American, Diner, Southern",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,244
227,Home Plate Grill,Dalton,"American, BBQ, Southern",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,112
228,Pie Slingers Pizzeria,Dalton,"Italian, Pizza",10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,144
229,Olive Tree Cafe,Davenport,"Indian, Mediterranean, Middle Eastern",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,166
230,"Red Ginger Sushi, Grill & Bar",Davenport,"Sushi, Teriyaki",40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,208
231,Crust Stone Oven Pizza,Davenport,"Burger, Pizza",25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,136
232,Jimmy's Pancake House,Davenport,"American, Breakfast, Greek",10,Dollar($),No,No,No,No,1,4,Green,Very Good,85
233,Trattoria Tiramisu,Davenport,Italian,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,117
234,Prairie Grille at SteepleGate Inn,Davenport,"American, Breakfast",25,Dollar($),No,No,No,No,2,3.4,Orange,Average,53
235,Tantra Asian Bistro,Davenport,Asian,25,Dollar($),No,No,No,No,2,4.9,Dark Green,Excellent,474
236,Chick-fil-A,Davenport,Fast Food,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,125
237,Duck City Bistro,Davenport,"American, French",70,Dollar($),No,No,No,No,4,3.7,Yellow,Good,201
238,Frick's Tap,Davenport,"American, Bar Food, BBQ",25,Dollar($),No,No,No,No,2,0,White,Not rated,2
239,Los Agaves,Davenport,Mexican,25,Dollar($),No,No,No,No,2,0,White,Not rated,3
241,China Cafe,Davenport,Chinese,25,Dollar($),No,No,No,No,2,4,Green,Very Good,112
242,Exotic Thai Restaurant,Davenport,Thai,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,256
243,Front Street Brewery,Davenport,American,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,123
244,Granite City Food & Brewery,Davenport,American,25,Dollar($),No,No,No,No,2,4,Green,Very Good,199
245,Los Agaves,Davenport,Mexican,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,157
246,Machine Shed Restaurant,Davenport,American,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,100
247,Osaka,Davenport,"Japanese, Sushi",40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,141
248,Texas Roadhouse,Davenport,"American, BBQ, Steak",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,197
249,Hickory Park,Des Moines,"BBQ, Burger, Desserts",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,1025
250,The Cafe,Des Moines,"American, Coffee and Tea",25,Dollar($),No,No,No,No,2,4.9,Dark Green,Excellent,570
251,Flying Mango,Des Moines,"BBQ, Caribbean, Cajun",40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,674
252,Cool Basil,Des Moines,"Asian, Sushi, Thai",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,496
253,HuHot Mongolian Grill,Des Moines,"Asian, Chinese",25,Dollar($),No,No,No,No,2,4,Green,Very Good,411
254,Malo,Des Moines,"Latin American, Mexican",25,Dollar($),No,No,No,No,2,3.2,Orange,Average,113
255,Centro,Des Moines,"Italian, Pizza",40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,1109
256,Fong's Pizza,Des Moines,"Chinese, Pizza",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,728
257,A Dong Restaurant,Des Moines,"Asian, Vegetarian, Vietnamese, Bubble Tea",10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,659
258,Court Avenue Brewing Company,Des Moines,"American, Pizza, Bar Food",40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,370
259,Django,Des Moines,French,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,532
260,Miyabi 9,Des Moines,"Japanese, Sushi",25,Dollar($),No,No,No,No,2,4.8,Dark Green,Excellent,860
261,Zombie Burger + Drink Lab,Des Moines,"Burger, Desserts, Vegetarian",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,943
262,Tursi's Latin King,Des Moines,"American, Italian",70,Dollar($),No,No,No,No,4,4.1,Green,Very Good,476
263,Tsing Tsao South,Des Moines,Chinese,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,218
264,Bandit Burrito,Des Moines,"Breakfast, Mexican, Southwestern",10,Dollar($),No,No,No,No,1,4,Green,Very Good,214
265,Jethro's BBQ,Des Moines,"American, BBQ",25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,699
266,The Machine Shed Restaurant,Des Moines,"American, Breakfast",25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,308
267,Mi Patria,Des Moines,Latin American,25,Dollar($),No,No,No,No,2,4,Green,Very Good,157
268,Waterfront Seafood Market,Des Moines,"Seafood, Sushi",40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,530
269,The Giggling Goat,Dicky Beach,"Coffee and Tea, Tea, Modern Australian",7,Dollar($),No,No,No,No,1,3.6,Yellow,Good,29
270,Burnt Toast Cafe,Dubuque,Breakfast,10,Dollar($),No,No,No,No,1,3.4,Orange,Average,33
271,Catfish Charlie's,Dubuque,Seafood,25,Dollar($),No,No,No,No,2,3.3,Orange,Average,40
272,Salsa's Mexican Restaurant,Dubuque,Mexican,10,Dollar($),No,No,No,No,1,3.4,Orange,Average,153
273,Tony Roma's,Dubuque,"American, BBQ, Seafood",25,Dollar($),No,No,No,No,2,3.3,Orange,Average,65
274,Vinny Vanucchi's,Dubuque,Italian,25,Dollar($),No,No,No,No,2,3.4,Orange,Average,58
275,Champps Americana,Dubuque,"American, Burger, Sandwich",25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,100
276,Fiesta Cancun,Dubuque,Mexican,10,Dollar($),No,No,No,No,1,3.6,Yellow,Good,156
278,Houlihan's,Dubuque,"American, Burger",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,117
279,Ichiban Hibachi Steakhouse & Sushi Bar,Dubuque,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,83
280,Kalmes Breaktime Bar & Grill,Dubuque,"American, Burger",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,48
281,L. May Eatery,Dubuque,"International, Pizza",40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,198
282,Los Aztecas,Dubuque,Mexican,10,Dollar($),No,No,No,No,1,3.5,Yellow,Good,126
283,Manna Java World Cafe,Dubuque,"Breakfast, Pizza",10,Dollar($),No,No,No,No,1,3.5,Yellow,Good,119
284,Mario's Italian Restaurant,Dubuque,"American, Italian",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,140
285,Pepper Sprout Incorporated,Dubuque,American,40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,159
286,Shot Tower Inn,Dubuque,"Italian, Pizza",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,131
287,Sunshine Family Restaurant,Dubuque,"American, Breakfast, Burger",10,Dollar($),No,No,No,No,1,3.5,Yellow,Good,60
288,Watershed Cafe,Dubuque,"American, Burger, Pizza, Cafe",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,89
289,Woodfire Grille,Dubuque,"American, Seafood, Steak",70,Dollar($),No,No,No,No,4,3.6,Yellow,Good,72
290,The Belle General,East Ballina,Cafe,20,Dollar($),No,No,No,No,2,4.1,Green,Very Good,56
291,Jehova es Mi Pastor Tacos y Burritos,Fernley,Mexican,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,83
292,Flaxton Gardens,Flaxton,"Tea, Modern Australian",30,Dollar($),No,No,No,No,3,3.5,Yellow,Good,37
293,Bespoke Harvest,Forrest,"Cafe, Australian",20,Dollar($),No,No,No,No,2,3.7,Yellow,Good,29
294,Houndstooth Grill & Tavern,Gainesville,"American, Sandwich, Seafood",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,239
295,Hawg Wild BBQ & Catfish House,Gainesville,"BBQ, Burger, Seafood",10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,235
296,Bourbon Street Grille,Gainesville,"American, Burger, Cajun",25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,88
297,Corkscrew Cafe,Gainesville,North Indian,40,Dollar($),No,No,No,No,3,3.9,Yellow,Good,209
298,Smokin Gold BBQ,Gainesville,BBQ,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,133
299,Hoka-Hoka Japanese Steak & Sushi,Gainesville,"Chinese, Japanese, Thai",10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,267
300,Shenanigan's Irish Pub,Gainesville,"Bar Food, Seafood, Vegetarian",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,171
301,Fish Tales Lakeside Grille,Gainesville,Seafood,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,107
302,Antebellum,Gainesville,"American, Southern",40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,164
303,Moonie's Texas Barbecue,Gainesville,"BBQ, Sandwich",10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,182
304,Atlanta Highway Seafood Market,Gainesville,"Sandwich, Seafood, Cajun",25,Dollar($),No,No,No,No,2,4.9,Dark Green,Excellent,681
305,Eat at Thai,Gainesville,Thai,10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,357
306,Smoke House BBQ and Catering,Gainesville,BBQ,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,89
307,2 Dog,Gainesville,"American, European, Sandwich",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,350
308,Longstreet Cafe,Gainesville,Southern,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,298
309,Re-Cess,Gainesville,"American, Southern",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,319
310,Bodensee,Gainesville,German,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,114
311,Hofer's Bakery & Cafe,Gainesville,"German, Ice Cream",10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,136
312,Troll Tavern,Gainesville,"Burger, German, Sandwich",25,Dollar($),No,No,No,No,2,2.2,Red,Poor,108
313,The Nacoochee Village Tavern & Pizzeria,Gainesville,"Italian, Pizza, Sandwich",10,Dollar($),No,No,No,No,1,4,Green,Very Good,161
314,Blue Bean Love Cafe,Hepburn Springs,"Cafe, Coffee and Tea, Modern Australian",20,Dollar($),No,No,No,No,2,3.8,Yellow,Good,192
315,La Trattoria of Lavandula,Hepburn Springs,"Italian, Fusion, Cafe",7,Dollar($),No,No,No,No,1,3.8,Yellow,Good,93
316,5 Little Pigs,Huskisson,"Breakfast, Modern Australian",20,Dollar($),No,No,No,No,2,4.1,Green,Very Good,40
317,Beach Box Cafe,Inverloch,"Burger, Coffee and Tea, Modern Australian",7,Dollar($),No,No,No,No,1,3.7,Yellow,Good,100
318,Funkey Monkey,Lakes Entrance,"Breakfast, Coffee and Tea",7,Dollar($),No,No,No,No,1,3.8,Yellow,Good,97
319,Burger Queen Drive In,Lakeview,"Burger, Desserts, Sandwich",10,Dollar($),No,No,No,No,1,3.6,Yellow,Good,41
320,Blue Orchid Thai Restaurant,Lincoln,Thai,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,799
321,Stillwater on Belmore,Lorn,"Breakfast, Coffee and Tea",20,Dollar($),No,No,No,No,2,3.6,Yellow,Good,18
322,Mr.,Macedon,Cafe,20,Dollar($),No,No,No,No,2,3.5,Yellow,Good,31
323,Emilio's Cuban Cafe,Macon,"Coffee and Tea, Cuban, Latin American",25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,146
324,Ingleside Village Pizza,Macon,"Pizza, Sandwich",10,Dollar($),No,No,No,No,1,4.9,Dark Green,Excellent,478
325,Jim Shaw's Seafood Grill & Bar,Macon,Seafood,25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,467
326,Mandarin Chinese Restaurant,Macon,"Chinese, Thai",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,302
327,Rookery,Macon,"Burger, Desserts, Bar Food",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,289
328,Dovetail,Macon,North Indian,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,102
329,Bonefish Grill,Macon,"American, Seafood",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,293
330,Downtown Grill,Macon,Steak,70,Dollar($),No,No,No,No,4,4,Green,Very Good,195
331,Greek Corner Deli,Macon,"Desserts, Greek, Sandwich",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,244
332,Natalia's,Macon,"European, Italian, Mediterranean",70,Dollar($),No,No,No,No,4,4.2,Green,Very Good,379
333,Papouli's Mediterranean Cafe & Market,Macon,"Greek, Mediterranean, Vegetarian",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,223
334,Benson's Steak and Sushi,Macon,"American, Chinese, Sushi",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,243
335,My Fathers Place,Macon,Italian,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,104
336,Sushi Thai Restaurant,Macon,"Japanese, Sushi, Thai",10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,153
337,The Mellow Mushroom,Macon,"Pizza, Sandwich, Vegetarian",25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,323
338,El Jalisciense Mexican Restaurant,Macon,Mexican,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,181
339,Greek Village,Macon,"American, Greek, Seafood",25,Dollar($),No,No,No,No,2,4,Green,Very Good,316
340,Martin's BBQ,Macon,BBQ,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,288
341,Thai Pepper,Macon,"Japanese, Sushi, Thai",10,Dollar($),No,No,No,No,1,4,Green,Very Good,232
342,Zen Japanese Steakhouse and Sushi Bar,Macon,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,314
343,Star Buffet,Mayfield,Asian,20,Dollar($),No,No,No,No,2,2.9,Orange,Average,11
344,Triangle Restaurant,Mc Millan,"Breakfast, Burger",10,Dollar($),No,No,No,No,1,2.4,Red,Poor,17
345,Three Anchors,Middleton Beach,"Bar Food, Modern Australian",30,Dollar($),No,No,No,No,3,3.8,Yellow,Good,176
347,Vince's Restaurant & Pizzeria,Monroe,"Italian, Pizza",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,65
348,Poets Cafe,Montville,"Coffee and Tea, Modern Australian",30,Dollar($),No,No,No,No,3,2.4,Red,Poor,193
349,The Artesian Restaurant,Ojo Caliente,"American, International, Southwestern",40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,30
350,Ceví_che Tapas Bar & Restaurant,Orlando,"Spanish, Tapas",40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,981
351,'Ohana,Orlando,Hawaiian,45,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,1151
352,Earl of Sandwich,Orlando,"American, Sandwich, Salad",35,Dollar($),No,No,No,No,3,4.7,Dark Green,Excellent,1341
353,Raglan Road Irish Pub and Restaurant,Orlando,Irish,50,Dollar($),No,No,No,No,4,4.3,Green,Very Good,782
354,Cafí© Tu Tu Tango,Orlando,"New American, Tapas",40,Dollar($),No,No,No,No,3,4.6,Dark Green,Excellent,1293
355,Texas de Brazil,Orlando,"Brazilian, Steak",100,Dollar($),No,No,No,No,4,4.6,Dark Green,Excellent,2324
356,Bahama Breeze Island Grille,Orlando,Caribbean,45,Dollar($),No,No,No,No,3,4.3,Green,Very Good,910
357,Maggiano's Little Italy,Orlando,Italian,50,Dollar($),No,No,No,No,4,4.4,Green,Very Good,886
358,Hawkers Asian Street Fare,Orlando,"Asian, Thai",35,Dollar($),No,No,No,No,3,4.6,Dark Green,Excellent,1293
359,Tako Cheena by Pom Pom,Orlando,"Asian, Latin American, Vegetarian",10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,570
360,Seasons 52 Fresh Grill,Orlando,American,60,Dollar($),No,No,No,No,4,4.4,Green,Very Good,1685
361,Hollerbach's Willow Tree Cafí©,Orlando,German,40,Dollar($),No,No,No,No,3,4.8,Dark Green,Excellent,1699
362,Pom Pom's Teahouse and Sandwicheria,Orlando,"American, Sandwich, Tea",25,Dollar($),No,No,No,No,2,4.9,Dark Green,Excellent,1457
363,Yellow Dog Eats,Orlando,"American, BBQ, Sandwich",35,Dollar($),No,No,No,No,3,4.9,Dark Green,Excellent,1252
364,Tibby's New Orleans Kitchen,Orlando,Cajun,25,Dollar($),No,No,No,No,2,4.7,Dark Green,Excellent,1412
365,The Coop,Orlando,"Southern, Cajun, Soul Food",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,432
366,Bosphorous Turkish Cuisine,Orlando,"Mediterranean, Turkish",40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,568
367,Ethos Vegan Kitchen,Orlando,"American, Breakfast, Vegetarian",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,797
368,Hillstone,Orlando,North Indian,40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,1158
369,The Ravenous Pig,Orlando,Pub Food,40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,1998
370,Vivo Bar and Grill,Palm Cove,"Mediterranean, Seafood",30,Dollar($),No,No,No,No,3,4.4,Green,Very Good,381
371,Pier 70,Paynesville,Modern Australian,120,Dollar($),No,No,No,No,4,2.6,Orange,Average,16
372,DiVine,Penola,"Cafe, Coffee and Tea, Sandwich",20,Dollar($),No,No,No,No,2,3.4,Orange,Average,19
373,Cactus Flower Cafe Navarre,Pensacola,"Mexican, Southwestern, Tex-Mex",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,635
374,McGuire's Irish Pub & Brewery,Pensacola,"Burger, Bar Food, Steak",40,Dollar($),No,No,No,No,3,4.9,Dark Green,Excellent,2238
375,New Yorker Deli & Pizzeria,Pensacola,"Italian, Pizza, Sandwich",10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,792
376,Tu-Do Vietnamese Restaurant,Pensacola,"Asian, Vietnamese",10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,828
377,Carrabba's Italian Grill,Pensacola,"Italian, Pizza, Seafood",40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,292
378,Jaco's Bayfront Bar and Grille,Pensacola,Tapas,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,502
379,The Tin Cow,Pensacola,"Burger, Bar Food",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,559
380,Cactus Flower Cafe,Pensacola,"Latin American, Mexican, Southwestern",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,1268
381,Dharma Blue,Pensacola,"Seafood, Sushi",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,669
382,Global Grill,Pensacola,"European, International, Tapas",40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,900
383,Ichiban,Pensacola,"Japanese, Sushi",25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,765
384,The Fish House,Pensacola,"American, Seafood, Sushi",40,Dollar($),No,No,No,No,3,4,Green,Very Good,1270
385,Tuscan Oven,Pensacola,"Italian, Mediterranean, Pizza",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,502
386,Flounders Chowder House,Pensacola,Seafood,40,Dollar($),No,No,No,No,3,3.9,Yellow,Good,724
387,Hemingway's Island Grill,Pensacola,"Caribbean, Seafood, Steak",40,Dollar($),No,No,No,No,3,3.5,Yellow,Good,479
388,Native Cafe,Pensacola,"Breakfast, Burger",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,591
389,Peg Leg Pete's,Pensacola,"Burger, Sandwich, Seafood",40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,1408
390,The Grand Marlin,Pensacola,"Caribbean, Seafood",40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,905
391,Original Georgios Authentic Greek Food,Pensacola,Greek,10,Dollar($),No,No,No,No,1,4.7,Dark Green,Excellent,816
392,Fisherman's Corner,Pensacola,"Sandwich, Seafood, Cajun",40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,747
393,Mad Cowes Cafe,Phillip Island,"Breakfast, Coffee and Tea, Modern Australian",20,Dollar($),No,No,No,No,2,3.7,Yellow,Good,351
394,Rupes Burgers,Pocatello,"Burger, Fast Food",10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,104
395,Texas Roadhouse,Pocatello,"American, BBQ, Steak",45,Dollar($),No,No,No,No,3,3.5,Yellow,Good,83
396,Riverwalk Cafe,Pocatello,"Asian, Thai",10,Dollar($),No,No,No,No,1,3.6,Yellow,Good,91
398,Buddy's Italian Restaurant,Pocatello,"Italian, Pizza, Sandwich",40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,222
399,Butterburrs,Pocatello,"American, Breakfast",30,Dollar($),No,No,No,No,3,3.6,Yellow,Good,121
400,Chang Garden,Pocatello,Chinese,10,Dollar($),No,No,No,No,1,3.5,Yellow,Good,93
401,Fifth Street Bagelry,Pocatello,"Coffee and Tea, Sandwich",10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,136
402,Goody's Deli,Pocatello,"Pizza, Sandwich",10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,160
403,Grecian Key Restaurant,Pocatello,"American, Greek",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,152
404,Outer Limits Fun Zone,Pocatello,"Burger, Pizza, Sandwich",10,Dollar($),No,No,No,No,1,3.5,Yellow,Good,57
405,Portneuf Valley Brewing,Pocatello,"American, Pizza",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,191
406,Sandpiper Restaurant & Lounge,Pocatello,"American, Seafood, Steak",40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,85
408,Sushi Family,Pocatello,"Asian, Sushi, Vegetarian",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,132
409,Taste of India Nepal,Pocatello,"Indian, International, Vegetarian",25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,141
410,Thai Paradise,Pocatello,"Desserts, Thai",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,162
411,The Bridge,Pocatello,New American,40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,144
412,Nosh Mahal,Pocatello,"Indian, Persian",25,Dollar($),No,No,No,No,2,0,White,Not rated,1
413,El Herradero,Pocatello,Mexican,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,365
414,Barrett Junction Cafe,Potrero,"American, BBQ, Burger",25,Dollar($),No,No,No,No,2,3.3,Orange,Average,9
415,Blue Point Grill,Princeton,Seafood,70,Dollar($),No,No,No,No,4,4,Green,Very Good,542
416,Giovanni's Shrimp Truck,Rest of Hawaii,Seafood,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,691
417,Kona Brewing Company,Rest of Hawaii,"American, Pizza, Bar Food",35,Dollar($),No,No,No,No,3,4.7,Dark Green,Excellent,764
418,Leonard's Bakery,Rest of Hawaii,North Indian,10,Dollar($),No,No,No,No,1,4.7,Dark Green,Excellent,707
419,Coconuts Fish Cafe,Rest of Hawaii,Seafood,30,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,487
420,Kihei Caffe,Rest of Hawaii,"American, Hawaiian",10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,695
421,Monkeypod Kitchen by Merriman,Rest of Hawaii,Burger,40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,485
422,Sansei Seafood Restaurant & Sushi Bar,Rest of Hawaii,"Japanese, Seafood, Sushi",40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,807
423,Star Noodle,Rest of Hawaii,Asian,10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,723
424,Aloha Mixed Plate,Rest of Hawaii,"Asian, Breakfast, Hawaiian",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,874
425,Gazebo,Rest of Hawaii,"Breakfast, Burger",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,552
426,Hula Grill,Rest of Hawaii,"Hawaiian, Seafood, Steak",40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,1056
427,Kimo's,Rest of Hawaii,"Hawaiian, Seafood, Steak",40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,707
428,Mama's Fish House,Rest of Hawaii,"Hawaiian, Seafood",70,Dollar($),No,No,No,No,4,4.9,Dark Green,Excellent,1343
429,Marukame Udon,Rest of Hawaii,Japanese,10,Dollar($),No,No,No,No,1,4.9,Dark Green,Excellent,602
430,Yard House,Rest of Hawaii,"American, Asian, Burger",40,Dollar($),No,No,No,No,3,4.6,Dark Green,Excellent,1078
431,Lulu's Waikiki,Rest of Hawaii,American,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,232
432,Duke's Waikiki,Rest of Hawaii,"Hawaiian, Seafood, Steak",70,Dollar($),No,No,No,No,4,4.4,Green,Very Good,1492
433,Eggs 'n Things,Rest of Hawaii,Breakfast,10,Dollar($),No,No,No,No,1,4,Green,Very Good,535
434,Roy's,Rest of Hawaii,"Asian, European, Seafood",70,Dollar($),No,No,No,No,4,4.2,Green,Very Good,531
